"study","IDX","suno","age","gender","education","scircle","vote2012","vote2008","libcons","party","knowledge","SupFirst","Owarm","Ocomp","Swarm","Scomp","ID","Incentive","supportOC","prefOC","matchown","targetS","IDN","EST","exp","length"
1,212,87,26,1,4,70,2,2,2,6,4,0,2.6,4.2,4.6,3.8,1,0,1,6,0,0,4,0,"I believe that the government has no business interfering with people's individual economic decisions. I believe that even though the proponents of the ACA are well-intentioned, they don't realize that there are going to be a number of negative consequences from the implementation of ObamaCare. I don't think it's fair for young, healthy males like myself to be forced to buy health insurance to cover the costs of people who are more likely to get sick. Right or wrong, I should have the right to spend my money however I see fit.  / ",536
1,100,87,26,1,4,70,2,2,2,6,4,0,2.6,4.2,4.6,3.8,1,0,1,6,0,1,9,0,"I believe that ObamaCare is the best possible solution for the current healthcare crisis. Before the ACA, there were millions and millions of Americans who had no health insurance and had to rely on emergency care. We have a moral obligation to take care of the less fortunate among us. ObamaCare is not perfect, but it's better than the broken system we had before. Given time, people will realize how good it really can be.",425
1,10,88,24,1,3,35,2,4,4,6,1,0,4.6,4.2,4.6,3.2,1,0,0,4,0,0,11,0,"I believe that this act would force many Americans into a health insurance plan that they would not be able to afford as well as being more of a drain on our healthcare system.",177
1,136,88,24,1,3,35,2,4,4,6,1,0,4.6,4.2,4.6,3.2,1,0,0,4,0,1,5,0,"I believe this act will give many families the needed health insurance that the American people have needed for so long.",120
1,33,89,26,2,4,75,1,1,6,2,1,0,1,5.4,6.2,4,1,0,0,3,0,0,10,0,"I believe that this person opposes ObamaCare because he seem to do really well for him self. He seems to be very financially stable he's probably already able to pay for healthcare him self and feels that he should not be forced to by the government. Also because he seems to be financially well off he problem believes that he is a little better than other people so if they can't afford healthcare that's there own problem or they should do better and make more money and he should not have to have the ObamaCare healthcare policy because of these people.",553
1,38,89,26,2,4,75,1,1,6,2,1,0,1,5.4,6.2,4,1,0,0,3,0,1,6,0,"I think that this person would support ObamaCare for several different reasons. I think because the seems to be friendly and said that he is a very practical person has a lot to do with why he supports this policy. For instance I think he believes that overall that ObamaCare we be for the good for less infortune people, such as people who are unable to afford healthcare or people who do not want to get healthcare for there kids or there wife and now they will have to. Also I think he believes that it is a good idea because most people do not have healthcare and now because of this policy they will have to get some type of healthcare which overall will make people's lives a little better.",696
1,90,90,27,2,3,36,1,1,4,4,4,0,5,4.8,5,4.6,1,0,0,3,0,0,2,0,"I believe the law was passed too quickly without working out the bugs.",70
1,195,90,27,2,3,36,1,1,4,4,4,0,5,4.8,5,4.6,1,0,0,3,0,1,4,0,"I believe healthcare should be given out to everyone not just those who can afford it.",86
1,213,91,19,1,3,60,2,4,3,6,2,0,4.8,4.4,4.4,3.8,1,0,1,5,0,0,4,0,"I chose to vote against ObamaCare because I believe it is not in favor of the grand scheme of society. ObamaCare would disrupt our capitalist society, as seen from history and philosophy. ",188
1,127,91,19,1,3,60,2,4,3,6,2,0,4.8,4.4,4.4,3.8,1,0,1,5,0,1,1,0,"I support ObamaCare because it looks out for the people that are in need of help. ObamaCare helps those that are less fortunate and gives support to those that are in need. In a society that is so drastically separated by rich and poor, this is something that we need to mend the gap. ",283
1,172,92,20,1,2,50,2,4,4,6,2,0,1.8,3.8,5,4.4,1,0,1,6,0,0,7,0,"I dislike people having healthcare because I think that only people with money deserve to be healthy and would rather let the poor people suffer before dying. I generally dislike people other than myself to be taken care of.",224
1,47,92,20,1,2,50,2,4,4,6,2,0,1.8,3.8,5,4.4,1,0,1,6,0,1,6,0,"I believe that although the prices of healthcare are still too much, this is a great first step to making sure more people can be taken care of when they are sick.",163
1,110,93,44,1,4,9,1,1,6,2,4,0,5,5.4,5.8,5.4,1,0,0,3,0,0,9,0,"I do not want to be forced to buy insurance.  I am a person who fends for himself; ObamaCare infringes on my right to do so.  I think if I want to choose what type of insurance I get I should be able to.  Obama himself said if you like your insurance, you can keep it.  I feel I should be able to do so.",303
1,29,93,44,1,4,9,1,1,6,2,4,0,5,5.4,5.8,5.4,1,0,0,3,0,1,10,0,"I feel that the president and the government are doing what is best for this country.  I care about those less fortunate than me and I feel ObamaCare will help them to get the insurance that they need in their lives. I feel that it is a good fit for me and a good fit for the country as a whole.",295
1,53,94,22,1,4,74,4,4,3,3,3,0,5,5.4,5.8,5,1,0,1,5,0,0,6,0,"I don't like ObamaCare because it's not a good idea for the government to implement due to our economical status. We have a weak economy right now, and ObamaCare will cost many dollars. That's something that the government can't afford to have a strain on right now. If the economy were better, I might feel a bit better about ObamaCare, but as it stands right now, there's no way we can have this happen.",405
1,5,94,22,1,4,74,4,4,3,3,3,0,5,5.4,5.8,5,1,0,1,5,0,1,11,0,"I like ObamaCare because it's a good way to help people in society. These people need our help because everyone should have access to healthcare. Although implementation may be difficult, people deserve to have good health, and ObamaCare is a step in the right direction.",271
1,68,95,23,2,3,90,2,4,2,1,3,0,2.4,3.2,4.6,4.4,1,0,1,7,0,0,8,0,"I don't think that I will benefit from ObamaCare.  I like the way the system is and the freedom of choice it gives me.  I don't want to have to pay mandatory fees for healthcare.",178
1,139,95,23,2,3,90,2,4,2,1,3,0,2.4,3.2,4.6,4.4,1,0,1,7,0,1,5,0,"I support ObamaCare because it is something necessary for my health, and the health of others.  No one should be denied care because of a pre-existing condition and I think ObamaCare will help break down those barriers.",219
1,130,96,22,1,3,25,4,4,4,6,1,0,5.8,4.8,4.8,5.4,1,0,0,4,0,0,1,0,"I feel as though it takes away from people because they're unable to afford it. It's unfair that some people aren't able to obtain healthcare, insurance, and other things.",171
1,177,96,22,1,3,25,4,4,4,6,1,0,5.8,4.8,4.8,5.4,1,0,0,4,0,1,3,0,"I feel as though ObamaCare will be able to help people. It'll allow more people to be insured and have people like me be able to have healthcare and insurance. It's something that I could see myself having.",206
1,131,97,35,1,3,9,1,1,7,2,3,0,5.8,7,1,1,1,0,0,1,0,0,1,0,"I feel this is bad for our country. I feel it is a violation of rights.",71
1,145,97,35,1,3,9,1,1,7,2,3,0,5.8,7,1,1,1,0,0,1,0,1,5,0,"I am fat and unhealthy. I want the government to force insurance companies to cover me.",87
1,111,98,32,2,3,20,2,2,2,1,3,0,1.6,4.4,6.4,5.2,1,0,0,1,0,0,9,0,"I have a degree in Economics.  I do not agree with ObamaCare.  I think that this is not affordable healthcare and is going to cost the government and tax payers way too much money.  I went to college and got a degree and I pay for my own healthcare.  I don't think it is fair that I also have to pay for people who choose to be lazy and not work to have healthcare.  It's ridiculous.",383
1,62,98,32,2,3,20,2,2,2,1,3,0,1.6,4.4,6.4,5.2,1,0,0,1,0,1,8,0,"I support ObamaCare because I think it is good to provide every American with the opportunity to affordable healthcare.  I am focused on my family first and I am always concerned that they will not be able to have healthcare.  ObamaCare is comforting in that I know any one of my family members can now afford to have health insurance.  Every person in this country needs healthy insurance.",390
1,69,99,24,2,4,10,2,2,1,1,2,0,5.4,5.2,5.6,6.4,1,0,0,4,0,0,8,0,"I oppose ObamaCare because I do not believe that this is the best option for me.  I would rather stick with what I have rather than swapping over to something that has not been tested as a country.  I would rather play it safe and make my own decisions. ",255
1,27,99,24,2,4,10,2,2,1,1,2,0,5.4,5.2,5.6,6.4,1,0,0,4,0,1,10,0,"I support ObamaCare because it allows me to be on an even playing field with others",82
1,70,100,44,2,2,50,4,4,3,3,3,0,4,4.6,4,4.4,1,0,1,6,0,0,8,0,"I oppose ObamaCare because I don't think people should be forced to have healthcare coverage if they don't want it. Additionally, ObamaCare increases the tax burden. Some people had to give up health coverage that they were happy with, and pay more for different coverage.",272
1,160,100,44,2,2,50,4,4,3,3,3,0,4,4.6,4,4.4,1,0,1,6,0,1,7,0,"A program like ObamaCare is needed because too many people are currently falling through the cracks of American healthcare. Every other first world country already provides universal healthcare to its citizens. I believe that while ObamaCare does have its flaws, it is a good place to start the healthcare reform that is desperately needed in this country.",356
1,11,101,41,2,4,35,2,2,5,4,2,0,6.2,4.8,6.2,4.6,1,0,1,5,0,0,11,0,"I oppose ObamaCare because I feel that people should be able to choose their healthcare plan themselves, and this will put too much information and control in the governments hands.  I think that people are able to get good healthcare when they are able to work for a good company, with competitive benefit packages.  I think forcing companies to cover their employees coverage is going to put small business and less successful companies into a financial burden, putting many out of business.  I think that if people want to ensure they have healthcare coverage, they should go to college and become a ""good job candidate"" and have the ability to work wherever they want, and who ever has the best benefit package.  I believe that this will, even more so, put our middle class into a bad situation, making them decide between paying for coverage or paying fines for not having coverage.  ",889
1,192,101,41,2,4,35,2,2,5,4,2,0,6.2,4.8,6.2,4.6,1,0,1,5,0,1,4,0,"I support ObamaCare because I feel that everyone should have healthcare coverage.  I believe that in our world today, healthcare if vital to ensure good health.  I believe that in the long run we will save money, by having people be able to afford quality annual check ups and good healthcare when ill.  Currently many people do not go to the doctor when they are sick because they do not have health insurance.  Since they do not go to the doctor, they get sicker and then have to go to the ER, and may even have to have more services completed due to the ""waiting"".  I believe that we have to look out for our fellow Americans and that all Americans deserve to have healthcare.  The poor and middle class should be considered vital people and as ""important"" as the wealthy, and we should therefore ensure they too have healthcare.  ",837
1,214,102,28,2,2,60,2,2,3,1,3,0,4.8,4.6,5,4.8,1,0,1,7,0,0,4,0,"I oppose ObamaCare because I feel that taxpayers who already have insurance will have to fund those that do not.",112
1,83,102,28,2,2,60,2,2,3,1,3,0,4.8,4.6,5,4.8,1,0,1,7,0,1,2,0,"I support ObamaCare because it helps people like me get insurance, where otherwise I would not have been able to afford it.",123
1,91,103,34,1,3,71,2,2,3,1,2,0,2.4,4.6,4.6,3.4,1,0,1,6,0,0,2,0,"I oppose ObamaCare because I think people shouldn't be forced to do it. I think it will raise taxes and hard working people will be paying for the people who don't work to get healthcare. I am not that knowledgeable about it but I just don't agree with it.",256
1,142,103,34,1,3,71,2,2,3,1,2,0,2.4,4.6,4.6,3.4,1,0,1,6,0,1,5,0,"I support ObamaCare because everyone deserves to have healthcare in America. Other countries have free universal healthcare, the USA should as well. People shouldn't have to go bankrupt to pay for unexpected medical expenses. I think it is a great plan and everyone should be on board with it.",293
1,12,104,52,2,3,20,1,1,5,4,4,0,6.2,4.8,4,5.6,1,0,0,1,0,0,11,0,"I think it's too wasteful of a program for this country.  I believe we are better off without ObamaCare.  I think the economy is bad enough without the government running another program.  I don't want my future to be in a government run healthcare system.  ",259
1,159,104,52,2,3,20,1,1,5,4,4,0,6.2,4.8,4,5.6,1,0,0,1,0,1,7,0,"I think everyone in the country is entitled to healthcare.  I believe whether someone works hard or not the government should provide all their needs.  The taxpayers should stop complaining and feel good about paying for everyone else.  The government will do a great job running our healthcare system.",303
1,92,105,38,1,4,70,2,1,4,3,3,0,5,4,6.6,3.6,1,0,0,3,0,0,2,0,"I think people rely too much on the government. The government should only run as an institution to protect its citizens from harm and to provide infrastructure and laws. This is going too far, people already rely too much on the government and are becoming less sufficient. This is a step in the wrong direction.",313
1,45,105,38,1,4,70,2,1,4,3,3,0,5,4,6.6,3.6,1,0,0,3,0,1,6,0,"There are people in this country who simply cannot care for themselves. With the cost of health crew in this country, they need to make choices between paying for insurance or putting food on the table. healthcare is simply way too expensive, whereas most people can no longer afford it. ObamaCare is a solution to help provide insurance to those who otherwise would not have any insurance. It is the right thing to do for this country.",436
1,13,106,28,2,4,83,2,2,2,3,3,0,3.4,4.6,6.8,5.2,1,0,1,6,0,0,11,0,"I think people should have choices. I also think because I am from the south that I don't like Obama and it is a bad idea. I don't see why people need healthcare.",162
1,75,106,28,2,4,83,2,2,2,3,3,0,3.4,4.6,6.8,5.2,1,0,1,6,0,1,2,0,"Under the law I would be covered under my parents insurance so that is a plus. Also everyone should have affordable healthcare. There is no reason for things to be they way they were before the law.",198
1,155,107,26,1,4,41,2,2,3,1,2,0,2.6,5.2,5.8,4.6,1,0,1,5,0,0,5,0,"I think that ObamaCare is a huge waste of money! The tax payers dollars are being wasted on a failed system. I think that if you want healthcare you should pay for it. It is not the government's job to get involved. I think it is a very bad idea to implement ObamaCare and it is wrong.",287
1,30,107,26,1,4,41,2,2,3,1,2,0,2.6,5.2,5.8,4.6,1,0,1,5,0,1,10,0,"I have a college degree and I know that ObamaCare is the best idea for the country. I am usually frugal but I think the government can effort to help its citizens. If they spent less on bombs and more on healthcare they will get it right.",238
1,34,108,34,1,4,0,1,1,7,4,3,0,6,6,4.4,6,1,0,0,1,0,0,10,0,"I think that ObamaCare is not good because people will be paying more for health insurance than before even though we were promised that would not happen.",154
1,96,108,34,1,4,0,1,1,7,4,3,0,6,6,4.4,6,1,0,0,1,0,1,9,0,"It allows me to have better health insurance. I don't like the one offered where I work.",88
1,71,109,26,1,6,20,1,1,6,2,4,0,5.6,5.2,1.8,1.6,1,0,0,1,0,0,8,0,"I think that ObamaCare is wrong because the government has no right to dictate whether or not I purchase insurance.  This is basically a tax that the government is imposing by saying that I have to pay something, and if I don't, I'll be forced to pay the government a penalty.  I don't think the government should be allowed to tell me what I should and should not purchase, it is violating my rights as an American.",416
1,140,109,26,1,6,20,1,1,6,2,4,0,5.6,5.2,1.8,1.6,1,0,0,1,0,1,5,0,"I support ObamaCare because it ensures that all Americans have the same access to insurance, no matter what their background.  It provides an opportunity for anyone to receive coverage, no matter what their preexisting conditions or health may be.",247
1,215,110,25,1,3,80,2,2,6,1,5,0,7,7,7,7,1,0,0,1,0,0,4,0,"I think the ObamaCare does not benefit people that the middle class will have to pay more taxes and I object that this money can be used on other things.",154
1,152,110,25,1,3,80,2,2,6,1,5,0,7,7,7,7,1,0,0,1,0,1,5,0,"I think the ObamaCare will help people who have no medical plan and greatly favors the poor people who have no health plan, the person to say that ObamaCare will help many people .",182
1,191,111,33,2,4,50,3,3,4,6,4,0,6.2,6,6,5.6,1,0,0,1,0,0,3,0,"I'm healthy and young and single.  I don't need maternity care or alcohol rehab help.  I don't need healthcare.  I can take care of myself. / Also, I don't believe that the government is doing a good job of facilitating healthcare.  They are bad at a lot of things (Benghazi, IRS scandal, EPA scandal, ObamaCare website, veteran's affairs scandal), so why should I trust them with my health and well-being?",408
1,196,111,33,2,4,50,3,3,4,6,4,0,6.2,6,6,5.6,1,0,0,1,0,1,4,0,"I think it's a great idea for everyone to get equal coverage under the law.  Our system of government was founded on individual freedoms and nothing is more freeing than not having to worry about your personal health or how you're going to take care of yourself if you get cancer and need insurance.  ",301
1,72,112,23,1,4,92,4,4,4,6,4,0,6.4,6,7,7,1,0,1,6,0,0,8,0,"In my opinion, I think ObamaCare is a great thing. It allows lower income families, and individuals affordable healthcare coverage. We all know how insurance companies like to take advantage of people in general, so its refreshing to see a more equal approach to this, for all our citizens. ",292
1,194,112,23,1,4,92,4,4,4,6,4,0,6.4,6,7,7,1,0,1,6,0,1,4,0,"I believe the average lower income person who doesn't have insurance will finally be relieved they can actually get affordable medical treatment they deserve without being way over billed for minimal efforts on the medical side.",226
1,14,113,23,1,3,17,3,1,2,6,3,0,6.2,4,3.2,3.8,1,0,0,2,0,0,11,0,"It does not benefit me as I'm 26 and now am legally required to buy my own insurance.  I cannot afford this extra cost on a monthly basis, but I cannot afford to pay the fine for this either.  I also have lost hours at work as my employer is required to give me full insurance if I average 30 hours or more per week.  So I make less money and have to pay out more money as a result and will have to seek a second job.",417
1,137,113,23,1,3,17,3,1,2,6,3,0,6.2,4,3.2,3.8,1,0,0,2,0,1,5,0,"As someone who is overweight, I feel that having a reduced cost for healthcare would benefit me.  I work in the biochemistry field and do not receive benefits, so I don't mind having to buy the plan for myself, and actually may find one cheaper than I would have without ObamaCare in place.  I have various health problems and want to know I have the security of being safe and healthy, so paying for my insurance isn't a big deal at all, in fact it's what most Americans should want to do.  It's not that expensive and ensures your health will be taken care of.",562
1,93,114,41,2,4,95,2,2,1,1,3,0,4.6,3.2,6,5,1,0,1,7,0,0,2,0,"My grandma is really ill.  I don't want the government taking away her freedom.  She's a good lady.  My grandpa too.  I've heard about all this ObamaCare nonsense.  I just don't see what the point is.  It's goanna take away people's freedom.  Good, decent Americans.  I love my grandparents.  I'm just afraid that something bad will happen to them.  Like, they'll take away their medications, or force them to buy some expensive healthcare plan and they'll lose all their money.  I just don't trust Obama.  I don't know how he got elected.",538
1,143,114,41,2,4,95,2,2,1,1,3,0,4.6,3.2,6,5,1,0,1,7,0,1,5,0,"Okay, I have a college degree, yeah, but I haven't really found my ideal job.  That is, I have no job.  So, yes, I'm living at home.  One of the big reasons I support ObamaCare is - hello - I have no money!  Seriously, I am broke, I have thousands of dollars of debt from college.  My parents aren't exactly rolling in the dough either.  I support it because I need health insurance, bottom line.  And I like that I can be on my parents' plan until I'm 26.  That is hugely important to me right now.  You wouldn't know it from looking at me, but I care about my health.  Some of this is leftover weight from daily heaping plates of food in the cafeteria.  If I get the flu, say, or break my foot, I want to be able to see my doctor.  Not have to go to the emergency room and have huge bills I can't afford.  ObamaCare's not perfect, but it does the job of giving a lot of Americans access to healthcare.  People who would have been in a big jam without it.  ",959
1,54,115,59,2,4,0,3,2,4,6,5,0,7,6.6,2,3.2,1,0,0,1,0,0,6,0,"ObamaCare, or the Unaffordable Care Act is a fraud. Obama is lying when he said, and continues to say ""you will not lose your current plan  UN-ACA. The younger people are forced to subsidize older folks. This fraud is not good for anyone.",239
1,26,115,59,2,4,0,3,2,4,6,5,0,7,6.6,2,3.2,1,0,0,1,0,1,10,0,"I support ObamaCare because I am a typical American who does not think. Whatever my  government tells me is good, is good. And if our Lord and Savior Obama is behind it, sign me up, regardless of how much it hurts me and my country. ",234
1,216,116,28,1,5,80,2,2,1,1,4,0,2.8,3.2,5.8,4.8,1,0,1,6,0,0,4,0,"ObamaCare is only a stop-gate on a much larger problem.  While the law does something's to help with the cost of healthcare, I believe it does not go far enough.  The cost savings are being passed only in part to the consumer and the large insurance and medical companies still are allowed to make too much profit off of the health of our nation.",345
1,49,116,28,1,5,80,2,2,1,1,4,0,2.8,3.2,5.8,4.8,1,0,1,6,0,1,6,0,"I believe that the Affordable healthcare Act is a good step in the right direction.  This law will help everyone in the country use the amazing healthcare we have in a way that is not possible today.  healthcare is too expensive and this will help reduce costs across the board.",278
1,437,117,45,2,4,5,1,1,6,2,4,1,7,7,1,1,0,0,0,1,0,0,0,0,"I would support this program if we the people were being told the truth.  However, things have been falsified for too long that I think most Americans are leery of these programs.",179
1,324,117,45,2,4,5,1,1,6,2,4,1,7,7,1,1,0,0,0,1,0,1,0,0,"No, I don't support ObamaCare.  It is nothing but a socialistic government controlled program.  The American people have been nothing but lied to about this program from the beginning.  You couldn't pay me to take this program.",227
1,356,118,32,1,2,10,1,1,4,6,3,1,3,3.6,2,3.6,0,0,0,1,0,0,0,0,"I believe that the mass population can't afford it. I think it hurts families that are already in need.",104
1,243,118,32,1,2,10,1,1,4,6,3,1,3,3.6,2,3.6,0,0,0,1,0,1,0,0,"I BELIEVE THAT IT HIT'S THE POOR PEOPLE HARD SO I AM OPPOSED. I THINK POOR PEOPLE CAN'T AFFORD INSURANCE FOR HEATH AND STILL RAISE THERE FAMILY'S",145
1,395,119,28,1,4,50,3,2,3,1,3,1,1,4.2,4.2,4,0,0,1,6,0,0,0,0,"I think poor people should die. I think I'm rich and I did it all by myself with absolutely no help from anyone. I breast fed myself, educated myself, and did everything alone. Fuck poor people. If they don't want to die they should just be smarter.",249
1,282,119,28,1,4,50,3,2,3,1,3,1,1,4.2,4.2,4,0,0,1,6,0,1,0,0,"I believe everyone should have access to healthcare. Too many people die in this country because they can't afford to see the doctor.  It's time that we take our health seriously.",179
1,396,120,34,1,2,5,4,2,4,6,3,1,4.6,5.2,4.2,4.2,0,0,0,1,0,0,0,0,"I oppose this, as it is costing people their jobs, and their healthcare through their workplace. If someone works more than 28 hours per week, their workplace has to pay for their healthcare. Because of this, many people are having their hours cut to less than 28 hours per week, and are no longer able to afford to live. This is not just a lifestyle change, this is a full change for them, where they cannot afford their bills, or to put food on their table because of this law. ",480
1,283,120,34,1,2,5,4,2,4,6,3,1,4.6,5.2,4.2,4.2,0,0,0,1,0,1,0,0,"I believe that Americans are better served by having a consistent, timely affordable healthcare system that they can rely on. Other countries have had this for many years and have never had an issue with it. The problem we had before this law was enacted, is that you didn't know what you were going to pay when you want to the hospital, or if they were even going to treat you. With the act enabled, you no longer have to worry about that, as you are covered no matter what. ",476
1,424,121,50,1,3,5,1,1,7,2,4,1,5.6,6.2,3.2,3.8,0,0,0,1,0,0,0,0,"ObamaCare is another example of what is wrong with our nation. We already are spending too much on programs like welfare and food stamps and now have to add ObamaCare to the list of handouts to those who are not willing to work for what they want.",247
1,311,121,50,1,3,5,1,1,7,2,4,1,5.6,6.2,3.2,3.8,0,0,0,1,0,1,0,0,"I support all causes President Obama decides is best for the nation. I am a very liberal person who believes in equality for all and ObamaCare is a great example of how our President is looking out for the masses.",213
1,379,122,64,1,3,70,4,4,2,3,3,1,3,3.4,4.4,3.4,0,0,0,3,0,0,0,0,"I oppose ObamaCare because it represents socialism and an attempt for the government to take over the medical industry in this country. America was founded on free enterprise and this is not that. I already have health insurance and this plan will likely mean that I have to change to a different doctor or I will have my current health insurance policy canceled. There is nothing good about ObamaCare. Nothing!",411
1,266,122,64,1,3,70,4,4,2,3,3,1,3,3.4,4.4,3.4,0,0,0,3,0,1,0,0,"I support the Affordable Care Act because it offers a chance for people to get some kind of healthcare when they would have had not healthcare before. I the Affordable Care Act also is the first step forward for nationwide healthcare for all, as is the norm for most other civilized countries in the world. It may not be the best way to go about getting healthcare for all in this country, but it is better than nothing. I didn't think this way at first. I thought what the Affordable Care Act was really a cave in to the health insurance industry which has fought true universal healthcare, but at least it's something.",619
1,415,123,27,2,3,38,2,2,1,1,4,1,4,4.4,5,4.8,0,0,0,4,0,0,0,0,"ObamaCare is forcing me to pay for something that I already cannot afford.  On top of that, it's forcing me to buy something from a company.  I would be more open to the idea if a single payer option was included.  A lot of insurance policies seem to have increased in price rather become cheaper as was promised.  The marketplace is a mess.  ",343
1,302,123,27,2,3,38,2,2,1,1,4,1,4,4.4,5,4.8,0,0,0,4,0,1,0,0,"I think everyone is entitled to healthcare.  There are a large number of people in the country without health insurance or with health insurance that is inadequate.  ObamaCare completely overhauls the system by making sure that everyone has health insurance, that insurance companies are required to insure everyone that applies, and that insurance companies must provide good health coverage instead of insurance that covers the bare minimum or has deductibles that people cannot possibly reach.  Though a single payer system is not included, ObamaCare opens the doors for a single payer system later on.",605
1,416,124,26,1,4,70,3,3,1,3,5,1,4,4,4,4,0,0,1,7,0,0,0,0,"I believe that too much government regulation of an industry kills businesses and limits job growth.",100
1,303,124,26,1,4,70,3,3,1,3,5,1,4,4,4,4,0,0,1,7,0,1,0,0,"I believe that it is a right that every American should have access to affordable healthcare. Because of this, I support the Affordable healthcare Act. health Insurance companies regularly screw people over and make record profits. It's time to put a stop to it.",263
1,367,125,39,1,4,15,2,2,5,4,2,1,4.2,5,4.6,3.2,0,0,1,5,0,0,0,0,"I oppose ObamaCare because it is going to bankrupt the country. People need to stand on their own feet and provide healthcare for themselves. I have healthcare and I don't need ObamaCare.",187
1,254,125,39,1,4,15,2,2,5,4,2,1,4.2,5,4.6,3.2,0,0,1,5,0,1,0,0,"I support ObamaCare because I believe everyone should have healthcare available to them. ObamaCare seems to have this best interest in mind.",140
1,368,126,23,1,2,78,4,4,1,6,3,1,2.2,2.8,4.4,3.6,0,0,1,5,0,0,0,0,"I believe that ObamaCare is socialist and should not be supported because it goes against the American way of life.",115
1,255,126,23,1,2,78,4,4,1,6,3,1,2.2,2.8,4.4,3.6,0,0,1,5,0,1,0,0,"I believe that everyone should be able to get access to the healthcare that they need.",86
1,357,127,24,1,4,0,4,4,6,4,4,1,6.2,6.4,3.4,2.4,0,0,0,1,0,0,0,0,"I believe that this person would oppose the ACA law because for one, it puts the individuals healthcare rights in the hands of the government, it removes the patient doctor relationship and in fact it is not affordable. I believe it makes the government to large and imposes them into an individuals private life. I believe it takes away free market principles. ",361
1,244,127,24,1,4,0,4,4,6,4,4,1,6.2,6.4,3.4,2.4,0,0,0,1,0,1,0,0,"I believe that ObamaCare would benefit the country by allowing those with pre conditions to get affordable healthcare. I feel that this is a right every American should have. I don't mind paying my fair share if it helps those without insurance. ",246
1,380,128,48,2,3,5,1,1,6,4,5,1,6.2,7,3,4,0,0,0,1,0,0,0,0,"I cannot afford healthcare, and saying I have to pay for it doesn't change the fact that I can't afford it. Insurance companies have not come down on their prices, and care has already diminished because of ObamaCare. Additionally, I am going to be fined for not having something that I can't sign up for. The website is down a good part of the time, and signing up is truly more trouble than it's worth. The whole thing needs to be tossed out the window and a new plan needs to be negotiated that makes sense. The affordable care act is not affordable and doesn't benefit anyone but the insurance companies.",609
1,267,128,48,2,3,5,1,1,6,4,5,1,6.2,7,3,4,0,0,0,1,0,1,0,0,"My family and I will be better able to afford healthcare, and exams will now address basic health needs that should have been seen to all along but were not previously covered. Insurance companies will be required to cover all my illnesses, regardless of whether or not they were pre-existing.",294
1,369,129,23,1,2,50,4,4,3,3,2,1,3.6,3.4,4.4,4.8,0,0,0,4,0,0,0,0,"I don't think the government should give any support to people. Bums should figure out a way to not be mentally ill. And the lazy people should not get any help. I think that old-timey, hard work is the only answer. If you don't sweat blood and tears, you're doing it all wrong.",278
1,256,129,23,1,2,50,4,4,3,3,2,1,3.6,3.4,4.4,4.8,0,0,0,4,0,1,0,0,"I believe I'm in a lower-class so I don't have enough money. I'd rather us spend more money on our decrepit healthcare system, and less on military invasions. But the military isn't the only thing, there probably are a lot of refinements that could be done; a lot of fat trimming.",281
1,425,130,25,2,1,70,4,1,3,2,2,1,3.4,3.6,4.8,4,0,0,1,5,0,0,0,0,"It is socialism disguised as helping people. We shouldn't have to help everyone who can't afford healthcare.",109
1,312,130,25,2,1,70,4,1,3,2,2,1,3.4,3.6,4.8,4,0,0,1,5,0,1,0,0,"I believe that everyone should have access to safe, and affordable healthcare. It is the duty of the nation to take care of those that have less money. Social status and wealth should not determine the amount of care you receive.",230
1,350,131,34,1,3,40,2,2,3,1,3,1,3.4,4.4,5.4,4.6,0,0,1,6,0,0,0,0,"I think ObamaCare will make it hard on employers businesses to stay competitive and will lead to less hiring.  I don't think the government is capable of handling health insurance for all of us.  I don't want to pay more in health premiums for people who don't work and I don't want the government making health decisions for me.",327
1,237,131,34,1,3,40,2,2,3,1,3,1,3.4,4.4,5.4,4.6,0,0,1,6,0,1,0,0,"I think everyone should have access to affordable healthcare for their financial situation.  I think young adults should be able to stay on their parents healthcare plan until they are on their own.  I think we should be able to trust our insurance that they are not going to cancel us if we get a catastrophic disease or injury.  ",331
1,397,132,23,1,4,50,4,4,4,6,3,1,3.2,3.6,4.6,4.4,0,0,1,5,0,0,0,0,"The ObamaCare program is bad for the American because its a socialist move and direction. capitalism is the main functions of the USA and the healthcare should be also. The quality of healthcare will decrease and famous doctors will move out of the country. ",258
1,284,132,23,1,4,50,4,4,4,6,3,1,3.2,3.6,4.6,4.4,0,0,1,5,0,1,0,0,"I think the ObamaCare program is a great value for American citizens who don't qualify for health insurance due to their employer or lack of financial aid. It gives everyone a chance to be healthy and adopt a program other first world countries have already established.",270
1,438,133,40,1,4,20,1,1,6,6,5,1,5.8,7,3,1,0,0,0,1,0,0,0,0,"In a country that believes that all men are free and equal, no service can possibly be considered a right.  If I am entitled to healthcare as a right, it means that there has to be enough healthcare workers to meet that need.  What if there isn't?  Is my right to healthcare greater than someone else's right to choose a profession?  Also, the ObamaCare legislation is written specifically not to work.  It will cause millions of health insurance cancellations, huge increase in costs, and drive up the cost of healthcare.  health insurance and litigation is the cause of the high cost of healthcare in the USA, adding more insurance will just increase the problem.",670
1,325,133,40,1,4,20,1,1,6,6,5,1,5.8,7,3,1,0,0,0,1,0,1,0,0," I believe that healthcare is a right and everyone should have it.  Even though Obama's program is unworkable and will destroy the quality of care in the US, it will bring us one step closer to a single payer, fully government run system.  Obama says that it is a good idea, and who am I to question the greatest president in history?  Barrack Obama told me it was good, and that is good enough for me!",403
